construction_year,BerRating
1850,645.2
1850,156.57
1850,314.5
1850,219.15
1850,442.81
1850,456.16
1850,347.34
1850,829.49
1850,179.58
1850,152.72
1850,586.74
1850,462.7
1850,1533.3
1850,351
1850,163.38
1850,446.78
1850,305.76
1850,69.23
1850,199.62
1850,675.18
1850,483.54
1850,517.09
1850,304.21
1850,364.57
1850,199.23
1850,65.67
1850,820.49
1850,299.41
1850,240.15
1850,427.64
1850,359.71
1850,476.26
1850,210.34
1850,408.15
1850,299.04
1850,729.36
1850,523.37
1850,834.89
1850,313.63
1850,455.54
1850,1027.99
1850,354.14
1850,186.39
1850,292.77
1850,453.49
1850,562.47
1850,29.4
1850,1142.56
1850,422.11
1850,957.97
1850,453.3
1850,547.22
1850,212
1850,212.35
1850,334.63
1850,531.3
1850,107.87
1850,279.84
1850,351.3
1850,444.16
1850,159.48
1850,630.94
1850,187.31
1850,418.91
1850,446.02
1850,243.75
1850,645.02
1850,608.47
1850,1466.72
1850,634.67
1850,472.82
1850,352.6
1850,364.37
1850,276.22
1850,534.36
1850,164.91
1850,410.12
1850,159.6
1850,502.16
1850,365.91
1850,1219.13
1850,432.74
1850,478.42
1850,366.61
1850,257.85
1850,1458.1
1850,63.92
1850,545.56
1850,309.45
1850,529.38
1850,364.12
1850,358.27
1850,153.29
1850,591.74
1850,321.61
1850,576.21
1850,301.07
1850,333.32
1850,408.51
1850,297.1
1850,526.14
1850,345
1850,514.6
1850,899.59
1850,292.57
1850,168.49
1850,223.53
1850,234.84
1850,312.87
1850,296.56
1850,482.9
1850,705.86
1850,306.25
1850,288.87
1850,164.28
1850,439.69
1850,380.08
1850,218.03
1850,347.81
1851,133.53
1851,333.55
1851,523.89
1852,637.27
1853,156.38
1853,849.24
1854,506.89
1855,195.41
1855,288.54
1856,344.51
1856,243.18
1856,329.42
1857,1137.94
1857,264.83
1858,326.43
1859,367.4
1859,486.58
1859,123.2
1860,220.33
1860,311.44
1860,298.16
1860,576.76
1860,478.93
1860,217.96
1860,323.8
1860,314.09
1860,183.77
1860,693.71
1860,301.41
1860,413.85
1860,786.74
1860,294.13
1860,1104.64
1860,568.45
1860,461.99
1860,315.15
1860,174.47
1860,289.09
1860,900.64
1860,249.69
1860,354.68
1860,137.84
1860,538.74
1860,383.06
1860,308.51
1860,302.18
1860,294.41
1860,377.87
1860,273.83
1860,172.06
1860,313.72
1860,329.74
1860,602.01
1860,454.03
1860,631.48
1860,1031.02
1860,236.07
1860,357.03
1860,271.64
1860,639.17
1860,153.35
1860,255.06
1860,455.68
1860,189.79
1860,503.51
1860,310.64
1860,119.24
1860,315.13
1860,322.54
1860,373.76
1860,568.31
1860,312.68
1860,639.07
1860,356.54
1860,369.39
1860,607.56
1860,446.75
1860,750.06
1860,319.32
1860,135.58
1860,202.61
1860,832.01
1860,894.69
1860,352.28
1860,394.45
1860,109.23
1860,1142.17
1860,422.71
1860,430.55
1860,315.95
1860,266.11
1860,780.13
1860,281.97
1860,1729.16
1860,476.42
1860,593.91
1860,417.44
1860,310.59
1860,230.35
1860,318.11
1860,630.48
1860,280.5
1860,119.75
1860,392.15
1860,568.16
1860,289.72
1860,443.74
1860,357.7
1860,73.24
1860,407.04
1860,226.77
1860,433.16
1860,299.02
1862,117.94
1862,195.53
1862,56.98
1862,275.64
1863,492.42
1863,247.64
1863,230.55
1863,526.13
1863,619
1863,433.73
1863,340.18
1864,156.23
1864,327.49
1864,371.59
1865,262.79
1865,203.96
1865,621.95
1865,522.03
1865,164.78
1865,221.5
1865,448.3
1865,341.66
1865,696.53
1865,124.66
1865,447.81
1865,117.52
1867,429.66
1867,209
1867,405.17
1867,436.73
1868,325.61
1868,358.27
1869,508.59
1869,435.95
1869,630.89
1869,303.48
1870,273.92
1870,504.92
1870,297.99
1870,761.9
1870,523.59
1870,482.67
1870,364.89
1870,348.88
1870,374.64
1870,288.79
1870,244.34
1870,294.03
1870,444
1870,590.76
1870,249.55
1870,423.87
1870,738.82
1870,495.43
1870,530.95
1870,349.67
1870,341.58
1870,481.63
1870,546.86
1870,284.86
1870,290.57
1870,430.62
1870,340.7
1870,937.27
1870,72.76
1870,797.45
1870,519.57
1870,616.41
1870,187.67
1870,73.58
1870,222.09
1870,345.48
1870,148.91
1870,298.18
1870,471.43
1870,324.1
1870,463.58
1870,269.35
1870,590.5
1870,235.19
1870,270.45
1870,371.52
1870,333.85
1870,229.69
1870,418.23
1870,878.91
1870,176.02
1870,466.35
1870,252.29
1870,46.39
1870,1059.78
1870,613.59
1870,247.84
1870,250.15
1870,357.06
1870,448.73
1870,189.83
1870,533.33
1870,216.67
1870,231.5
1870,468.35
1870,284.51
1870,128.09
1870,143.1
1870,667.46
1870,261.35
1870,509.99
1870,207.28
1870,298.02
1870,444.99
1870,142.4
1870,408.82
1871,354.78
1873,344.19
1873,136.17
1873,419.99
1873,363.13
1874,272.44
1874,351.78
1874,368.61
1874,259.47
1874,395.17
1874,482.61
1875,411.9
1875,229.84
1875,272.58
1875,608.69
1875,551.85
1875,499.02
1875,783.4
1875,1865.18
1875,354.4
1875,236.71
1875,447.02
1875,225.54
1875,523.13
1875,678.94
1875,317.2
1875,289.34
1875,650.56
1875,212.67
1875,243.39
1875,571.78
1875,145.04
1875,262.72
1875,297.02
1876,189.05
1877,296.32
1877,471.64
1877,314.46
1877,444.92
1878,262.1
1878,193.92
1878,158.47
1878,252.17
1878,343.19
1878,338.57
1878,498.84
1878,228.78
1879,369.44
1879,216.46
1880,286.51
1880,201.6
1880,162.24
1880,197.27
1880,406.57
1880,354.94
1880,740.19
1880,514.12
1880,295.78
1880,612.21
1880,265.19
1880,381.12
1880,238.88
1880,536.73
1880,473.4
1880,620.14
1880,448.08
1880,518.32
1880,251.4
1880,335.61
1880,497.77
1880,421.73
1880,338.03
1880,425.81
1880,455.46
1880,440.8
1880,64.32
1880,680.88
1880,390.9
1880,377.67
1880,270.12
1880,412.07
1880,272.82
1880,283
1880,322.41
1880,452.74
1880,425.55
1880,458.57
1880,317.71
1880,284.41
1880,497.06
1880,323.39
1880,298.33
1880,526.51
1880,536.01
1880,294.06
1880,398.58
1880,308.08
1880,218.97
1880,473.09
1880,138.78
1880,697.34
1880,183.95
1880,210.98
1880,640.46
1880,182.38
1880,488.9
1880,124.56
1880,461.42
1880,400.06
1880,438.37
1880,392.3
1880,606.5
1880,378.28
1880,240.49
1880,161.75
1880,361.72
1880,299.37
1880,229.69
1880,454.76
1880,864.55
1880,388.85
1880,607.17
1880,161.04
1880,241.35
1880,274.45
1880,799.05
1880,221.62
1880,515.85
1880,229.08
1880,149.64
1880,280.98
1880,660.03
1880,571.49
1880,168.41
1880,584.99
1880,263.59
1880,303.84
1880,326.95
1880,131.9
1880,377.65
1880,559.77
1880,362.94
1880,820.6
1880,409.83
1880,124.39
1880,178.34
1880,818.24
1880,260.84
1880,114.53
1880,410.17
1880,619.72
1880,573.59
1880,971.42
1880,698.99
1880,188.69
1880,534.6
1880,380.06
1880,347.27
1880,342.5
1880,298.19
1880,112.72
1880,47.49
1880,312.22
1880,441.74
1880,242.17
1880,352.93
1880,294.03
1880,242.14
1880,464.34
1880,406.78
1880,328.96
1880,718.2
1880,258.72
1880,707.61
1880,272.51
1880,174.86
1880,436.79
1880,651.91
1880,849.04
1880,728.66
1880,462.09
1880,429.82
1880,215.41
1880,900.6
1880,111.68
1880,213.37
1880,363.94
1880,145.39
1880,212.71
1880,702.58
1880,409.53
1880,427.47
1880,258.27
1880,1282.7
1880,413.37
1880,294.35
1880,626.26
1880,2147.29
1880,331.67
1880,281.17
1880,335.95
1880,240.84
1880,436.53
1880,340.34
1880,438.53
1880,344.37
1880,157.65
1880,312.45
1880,405.64
1880,141.1
1880,774.57
1880,298.63
1880,876.47
1880,563.59
1880,587.33
1880,640.49
1880,229.46
1880,343.12
1880,292.92
1880,165.53
1880,461.11
1880,164.29
1880,116.76
1880,695.84
1880,249.7
1880,252
1880,308.78
1880,1588.29
1880,397.52
1880,565.17
1880,299.94
1880,404.9
1880,319.96
1880,147.53
1880,482.52
1880,384.21
1880,222.48
1880,350.78
1880,122.2
1880,508.74
1880,292.53
1880,931.46
1880,337.13
1880,969.15
1880,348.86
1880,669.32
1881,211.89
1881,586.62
1881,171.72
1881,239.33
1882,255.69
1882,617.4
1882,590.58
1882,37.95
1882,316.8
1882,442.52
1882,387.7
1883,313
1883,302.26
1883,282.2
1883,257.68
1883,833.56
1883,477.42
1884,190.01
1884,444.12
1884,390.96
1884,275.16
1885,467.74
1885,614.59
1885,125.45
1885,232.69
1885,227.27
1885,362.53
1885,174.83
1885,160.63
1885,278.57
1885,156.03
1885,438.69
1885,317.08
1885,860.17
1885,293.71
1885,280.87
1885,1189.34
1885,152.91
1885,644.99
1885,550.33
1885,278.92
1885,235.83
1886,264.39
1886,60.8
1886,270.76
1886,277.72
1886,242.52
1886,318.15
1886,572.84
1886,255.28
1886,242.89
1886,61.94
1886,353.38
1886,497.74
1886,258.21
1886,161.17
1886,660.83
1886,303.61
1886,193.34
1886,260.59
1887,267.56
1887,617.05
1887,164.7
1887,122.85
1887,301.33
1887,531.45
1887,580.39
1888,477.37
1888,200.89
1888,588.52
1888,579.78
1888,294.91
1888,406.23
1888,532.96
1888,160.68
1888,148.25
1888,486.32
1888,496.51
1888,18.27
1888,447.8
1888,388.45
1888,950.81
1888,596
1888,374.84
1888,342.21
1888,1025.87
1888,189.54
1888,160.98
1888,305.13
1888,317.95
1888,157.38
1888,280.78
1888,318.56
1888,424.98
1888,627.27
1888,241.95
1888,586.9
1888,338.31
1888,338.7
1888,681.63
1888,113.86
1888,461.36
1888,692.51
1888,366.68
1888,514.47
1888,340.16
1888,839.24
1888,367.08
1888,517.96
1888,339.36
1888,797.79
1888,1071.37
1888,1412.43
1888,497.1
1888,225.77
1888,435.76
1888,629.44
1888,253.52
1888,353.14
1888,347.36
1888,260.55
1888,545.01
1888,526.65
1888,-13.7
1888,240.65
1888,53.73
1888,191.33
1888,302.48
1889,281.32
1889,759.07
1889,576.48
1889,446.82
1889,220.98
1889,961.98
1890,714.75
1890,424.83
1890,455.44
1890,494.44
1890,346.84
1890,390.69
1890,612.56
1890,525.64
1890,465.36
1890,334.48
1890,1036.89
1890,883.97
1890,303.42
1890,358.7
1890,337.11
1890,486.31
1890,213.9
1890,500.19
1890,223.32
1890,824.74
1890,382.9
1890,236.73
1890,216.07
1890,200.86
1890,635.58
1890,598.08
1890,270.95
1890,392.19
1890,514.77
1890,351.35
1890,367.83
1890,238.44
1890,367.06
1890,826.17
1890,345.08
1890,480.47
1890,882.18
1890,749.96
1890,222.08
1890,149.83
1890,144.86
1890,410.5
1890,529.86
1890,648.98
1890,334.65
1890,297.48
1890,178.36
1890,335.83
1890,264.84
1890,208.96
1890,341.57
1890,362.57
1890,190.72
1890,117.07
1890,109.26
1890,862.25
1890,758.42
1890,626.26
1890,258.01
1890,511.2
1890,374.13
1890,363.62
1890,756.15
1890,497.44
1890,163.98
1890,596.76
1890,480.31
1890,441.97
1890,370.68
1890,357.77
1890,331.35
1890,385.71
1890,360.36
1890,338.41
1890,626.15
1890,421.26
1890,271.39
1890,598.3
1890,566.94
1890,350.12
1890,384.99
1890,331.28
1890,338.8
1890,492.08
1890,264.35
1890,415.65
1890,309.27
1890,559.75
1890,1012.39
1890,613.05
1890,290.55
1890,103.7
1890,290.36
1890,640.17
1890,550.35
1890,527.43
1890,519.84
1890,568.3
1890,243.4
1890,279.36
1890,204.32
1890,252.44
1890,182.03
1890,524.62
1890,291.97
1890,427.61
1890,289.79
1890,284.8
1890,291.63
1890,441.05
1890,480.31
1890,646.67
1890,388.46
1890,451.76
1890,448.37
1890,135.17
1890,177.3
1890,131.26
1890,326.08
1890,57.37
1890,162.56
1890,245.26
1890,324.91
1890,328.58
1890,455.88
1890,486.15
1890,249.37
1890,48.13
1890,288.12
1890,454.53
1890,1295.65
1890,165.02
1890,275.61
1890,701.92
1890,275.15
1890,216.51
1890,431.02
1890,227.84
1890,698.15
1890,184.08
1890,984.02
1890,434.95
1890,317.45
1890,327.69
1890,251.77
1890,291.21
1890,796.31
1890,311.22
1890,398.4
1890,355.18
1890,415.48
1890,453.74
1890,256.51
1890,229.15
1890,229.04
1890,455.65
1890,492.75
1890,582.03
1890,496.25
1890,528.54
1890,459.92
1890,598.19
1890,51.23
1890,458.73
1890,260.6
1890,296.98
1890,811.16
1890,477.2
1890,378.8
1890,243.3
1890,229.06
1890,360.19
1890,754.63
1890,102.53
1890,376.56
1890,35.39
1890,607.02
1890,259.49
1890,438.5
1890,787.31
1890,80.4
1890,186.91
1890,141.19
1890,515.39
1890,122.26
1890,835.92
1890,384.57
1890,665.97
1890,316.16
1890,550.44
1890,340.76
1890,168.69
1890,378.69
1890,82.25
1890,460.04
1890,499.02
1890,258.22
1890,469.06
1890,382.26
1890,208.15
1890,322.58
1890,386.48
1890,475.4
1890,342.67
1890,551.29
1890,363.51
1890,458.4
1890,385.8
1890,309.1
1890,323.58
1890,296.51
1890,243.85
1890,1068.87
1890,230.33
1890,462.4
1890,884.25
1890,890.26
1890,123.47
1890,196.43
1890,139.17
1890,275.31
1890,753.83
1890,126.08
1890,309.58
1890,391.9
1890,495.26
1890,187.86
1890,385.15
1890,710.32
1890,318.79
1890,266.75
1890,171.68
1890,395.97
1890,767.36
1890,196.28
1890,490.63
1890,185.68
1890,142.92
1890,868.28
1890,224.48
1890,349.61
1890,397.44
1890,157.71
1890,357.3
1890,495.39
1890,299.85
1890,106.12
1890,421.49
1890,577.15
1890,669.45
1890,263.62
1890,282.94
1890,339.47
1890,402.79
1890,393.6
1890,238.43
1890,290.61
1890,565.22
1890,356.32
1890,628.98
1890,319.16
1890,495.43
1890,145.2
1890,435.18
1890,96.51
1890,321.69
1890,233.74
1890,321.99
1890,284.75
1890,488.81
1890,421.09
1890,562.83
1890,117.25
1890,456.89
1890,1137.3
1890,822.74
1890,141.81
1890,696.74
1890,507.27
1890,313.95
1890,412.53
1890,449.91
1890,417.48
1890,685.34
1890,623.8
1890,375.74
1890,289.27
1890,313.79
1890,220.15
1890,214.19
1890,428.65
1890,52.09
1890,603.22
1890,407.38
1890,425.62
1890,257.03
1890,301.78
1890,398.82
1890,610.28
1890,298.37
1890,222.35
1890,257.78
1890,541.31
1890,863.37
1890,307.82
1890,806.94
1890,515.15
1890,141.63
1890,382.41
1890,235.7
1890,635.58
1890,1036.67
1890,296.44
1890,238.55
1890,604.24
1890,362.26
1890,356.93
1890,159.75
1890,660.72
1890,379.3
1890,538.38
1890,703.17
1890,733.09
1890,864.04
1890,480.9
1890,285.24
1890,372.17
1890,343.01
1890,358.45
1890,134.7
1890,333.51
1890,218.75
1890,359.66
1890,361.86
1890,210.93
1890,204.83
1890,332.61
1890,264.78
1890,339.51
1890,244.38
1890,348.94
1890,384.65
1890,725.96
1890,862.47
1890,206.24
1890,206.69
1890,409.96
1890,195.82
1890,365.34
1890,576.54
1890,388.93
1890,299.38
1890,644.91
1890,806.97
1890,128.38
1890,603.39
1890,554.04
1890,454.79
1890,393.66
1890,263.19
1890,314.71
1890,175.96
1890,297.22
1890,400.08
1890,364.24
1890,218.04
1890,370.63
1890,768.21
1890,168.3
1890,357.67
1890,511.57
1890,298.08
1890,220.86
1890,504.78
1890,305.4
1890,312.66
1890,216.74
1890,155.14
1890,862.55
1890,150.87
1890,225.44
1890,437.1
1890,380.55
1890,523.14
1890,647.34
1890,312.24
1890,776.46
1890,528.48
1890,294.94
1890,118.43
1890,745.35
1890,40.83
1890,555.63
1890,526.45
1890,853.81
1890,472.6
1890,441.48
1890,406.82
1890,245.14
1890,172.35
1890,593
1890,485.77
1890,834.54
1890,232.15
1890,110.87
1890,341.26
1890,366.71
1890,153.98
1890,500.66
1890,507.66
1890,569.71
1890,377.29
1890,549.62
1890,997.83
1890,275.89
1890,182.86
1890,373.88
1890,355.38
1890,252.26
1890,871.97
1890,457.56
1890,104.71
1890,564.22
1890,422.37
1890,400.27
1890,295.94
1890,213.63
1890,111.29
1890,340.75
1890,397.63
1890,469.04
1890,906.49
1890,216.86
1890,298.71
1890,430.13
1890,977.21
1890,218.3
1890,693.07
1890,698.76
1890,541.54
1890,329.74
1890,299.41
1890,261.37
1890,219.97
1890,418.73
1890,263.35
1890,277.84
1890,516.11
1890,439.44
1890,190.06
1890,344.36
1890,401.88
1890,895.84
1890,498.44
1890,1438.88
1890,625.75
1890,263.9
1890,275.89
1890,369.77
1890,323.07
1890,556.26
1890,183.18
1890,270.23
1890,760.94
1890,891.81
1890,756.98
1890,308.18
1890,375.37
1890,528.08
1890,652.4
1890,703.76
1890,593.54
1890,1386.45
1890,362.81
1890,740.11
1890,424.41
1890,317.48
1890,412.29
1890,697.44
1890,418.15
1890,375.26
1890,393.13
1890,397.5
1890,612.28
1890,429.27
1890,213.97
1890,223.71
1890,406.5
1890,961.81
1890,389.56
1890,1151.46
1890,1671.84
1890,471.08
1890,302.96
1890,480.48
1890,441.33
1890,293.81
1890,198.52
1890,623.27
1890,350.94
1890,596.93
1890,365.93
1890,496.54
1890,245.84
1890,1452.41
1890,560.22
1890,382.31
1890,148.6
1890,133.16
1890,206.66
1890,306.19
1890,303.17
1890,61.98
1890,474.18
1890,395.65
1890,481.22
1890,544.44
1890,285.63
1890,532.13
1890,813.55
1890,528.88
1890,121.91
1890,582.47
1890,238.91
1890,483.2
1890,334.76
1890,848.99
1890,544.83
1890,166.9
1890,310.44
1890,388.33
1890,108.2
1890,568.12
1890,840.12
1890,427.65
1890,257.75
1890,549.45
1890,280.6
1890,560.37
1890,337.8
1890,156.59
1890,346.84
1890,834.7
1890,367.91
1890,463.01
1890,630.82
1890,363.27
1890,144.98
1890,429.98
1890,507.89
1890,278.54
1890,775.16
1890,530.58
1890,567.94
1890,366.86
1890,269.16
1890,298.87
1890,118.01
1890,887.73
1890,374.44
1890,655.95
1890,376.96
1890,325.92
1890,879.75
1890,195.31
1890,233.52
1890,258.25
1890,315.4
1890,163.65
1890,194.38
1890,233.28
1890,485.27
1890,681.57
1890,177.33
1890,1611.66
1890,679.08
1890,1370.03
1890,67.19
1890,424.67
1890,178.47
1890,1059.72
1890,258.19
1890,422.78
1890,341.59
1890,391.57
1890,315.98
1890,273.46
1890,624.71
1890,158.56
1890,234.39
1890,284.48
1890,658.26
1890,72.12
1890,258.81
